id,batsman,batsman_runs,bowling_team,Venue,runs_in_powerplay,runs_in_death,Innings,Bowler,Bowler_Type
1136585,Mujeeb Ur Rahman,10,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,10,2,not out,Not Out
1136586,PP Shaw,62,Kolkata Knight Riders,Feroz Shah Kotla,25,0,1,PP Chawla,Right arm leg spin
1136586,C Munro,33,Kolkata Knight Riders,Feroz Shah Kotla,32,0,1,Shivam Mavi,Right arm medium pace
1136586,SS Iyer,93,Kolkata Knight Riders,Feroz Shah Kotla,0,50,1,not out,Not Out
1136586,RR Pant,0,Kolkata Knight Riders,Feroz Shah Kotla,0,0,1,AD Russell,Right arm medium pace
1136586,GJ Maxwell,27,Kolkata Knight Riders,Feroz Shah Kotla,0,26,1,not out,Not Out
1136586,CA Lynn,5,Delhi Daredevils,Feroz Shah Kotla,5,0,2,GJ Maxwell,Right arm off spin
1136586,SP Narine,26,Delhi Daredevils,Feroz Shah Kotla,26,0,2,TA Boult,Left arm medium pace
1136586,RV Uthappa,1,Delhi Daredevils,Feroz Shah Kotla,1,0,2,TA Boult,Left arm medium pace
1136586,N Rana,8,Delhi Daredevils,Feroz Shah Kotla,8,0,2,Avesh Khan,Right arm medium pace
1136586,KD Karthik,18,Delhi Daredevils,Feroz Shah Kotla,6,0,2,A Mishra,Right arm leg spin
1136586,Shubman Gill,37,Delhi Daredevils,Feroz Shah Kotla,5,0,2,not out,Not Out
1136586,AD Russell,44,Delhi Daredevils,Feroz Shah Kotla,0,1,2,Avesh Khan,Right arm medium pace
1136586,Shivam Mavi,0,Delhi Daredevils,Feroz Shah Kotla,0,0,2,A Mishra,Right arm leg spin
1136586,PP Chawla,2,Delhi Daredevils,Feroz Shah Kotla,0,2,2,GJ Maxwell,Right arm off spin
1136586,MG Johnson,12,Delhi Daredevils,Feroz Shah Kotla,0,12,2,not out,Not Out
1136586,Kuldeep Yadav,7,Delhi Daredevils,Feroz Shah Kotla,0,7,2,not out,Not Out
1136587,SR Watson,12,Mumbai Indians,Maharashtra Cricket Association Stadium,12,0,1,KH Pandya,Left arm off spin
1136587,AT Rayudu,46,Mumbai Indians,Maharashtra Cricket Association Stadium,32,0,1,KH Pandya,Left arm off spin
1136587,SK Raina,75,Mumbai Indians,Maharashtra Cricket Association Stadium,6,32,1,not out,Not Out
1136587,MS Dhoni,26,Mumbai Indians,Maharashtra Cricket Association Stadium,0,13,1,MJ McClenaghan,Left arm medium pace
1136587,DJ Bravo,0,Mumbai Indians,Maharashtra Cricket Association Stadium,0,0,1,MJ McClenaghan,Left arm medium pace
1136587,SW Billings,3,Mumbai Indians,Maharashtra Cricket Association Stadium,0,3,1,HH Pandya,Right arm medium pace
1136587,SA Yadav,44,Chennai Super Kings,Maharashtra Cricket Association Stadium,38,0,2,Harbhajan Singh,Right arm off spin
1136587,E Lewis,47,Chennai Super Kings,Maharashtra Cricket Association Stadium,10,2,2,DJ Bravo,Right arm medium pace
1136587,RG Sharma,56,Chennai Super Kings,Maharashtra Cricket Association Stadium,0,31,2,not out,Not Out
1136587,HH Pandya,13,Chennai Super Kings,Maharashtra Cricket Association Stadium,0,13,2,not out,Not Out
1136588,AD Hales,45,Rajasthan Royals,Sawai Mansingh Stadium,20,0,1,K Gowtham,Right arm off spin
1136588,S Dhawan,6,Rajasthan Royals,Sawai Mansingh Stadium,6,0,1,K Gowtham,Right arm off spin
1136588,KS Williamson,63,Rajasthan Royals,Sawai Mansingh Stadium,13,0,1,IS Sodhi,Right arm leg spin
1136588,MK Pandey,16,Rajasthan Royals,Sawai Mansingh Stadium,0,14,1,JD Unadkat,Left arm medium pace
1136588,Shakib Al Hasan,6,Rajasthan Royals,Sawai Mansingh Stadium,0,2,1,JC Archer,Right arm medium pace
1136588,YK Pathan,2,Rajasthan Royals,Sawai Mansingh Stadium,0,2,1,JC Archer,Right arm medium pace
1136588,WP Saha,11,Rajasthan Royals,Sawai Mansingh Stadium,0,11,1,not out,Not Out
1136588,Rashid Khan,1,Rajasthan Royals,Sawai Mansingh Stadium,0,1,1,JC Archer,Right arm medium pace
1136588,AM Rahane,65,Sunrisers Hyderabad,Sawai Mansingh Stadium,12,21,2,not out,Not Out
1136588,RA Tripathi,4,Sunrisers Hyderabad,Sawai Mansingh Stadium,4,0,2,Sandeep Sharma,Right arm medium pace
1136588,SV Samson,40,Sunrisers Hyderabad,Sawai Mansingh Stadium,27,0,2,S Kaul,Right arm medium pace
1136588,BA Stokes,0,Sunrisers Hyderabad,Sawai Mansingh Stadium,0,0,2,YK Pathan,Right arm off spin
1136588,JC Buttler,10,Sunrisers Hyderabad,Sawai Mansingh Stadium,0,0,2,Rashid Khan,Right arm leg spin
1136588,MK Lomror,11,Sunrisers Hyderabad,Sawai Mansingh Stadium,0,8,2,S Kaul,Right arm medium pace
1136588,K Gowtham,8,Sunrisers Hyderabad,Sawai Mansingh Stadium,0,8,2,Basil Thampi,Right arm medium pace
1136588,JC Archer,1,Sunrisers Hyderabad,Sawai Mansingh Stadium,0,1,2,not out,Not Out
1136589,Q de Kock,29,Kolkata Knight Riders,M Chinnaswamy Stadium,24,0,1,Kuldeep Yadav,Left arm leg spin
1136589,BB McCullum,38,Kolkata Knight Riders,M Chinnaswamy Stadium,13,0,1,AD Russell,Right arm medium pace
1136589,V Kohli,68,Kolkata Knight Riders,M Chinnaswamy Stadium,0,39,1,not out,Not Out
1136589,M Vohra,0,Kolkata Knight Riders,M Chinnaswamy Stadium,0,0,1,AD Russell,Right arm medium pace
1136589,Mandeep Singh,19,Kolkata Knight Riders,M Chinnaswamy Stadium,0,13,1,AD Russell,Right arm medium pace
1136589,C de Grandhomme,11,Kolkata Knight Riders,M Chinnaswamy Stadium,0,11,1,not out,Not Out
1136589,CA Lynn,62,Royal Challengers Bangalore,M Chinnaswamy Stadium,24,10,2,not out,Not Out
1136589,SP Narine,27,Royal Challengers Bangalore,M Chinnaswamy Stadium,25,0,2,M Ashwin,Right arm leg spin
1136589,RV Uthappa,36,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,2,M Ashwin,Right arm leg spin
1136589,N Rana,15,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,11,2,Mohammed Siraj,Right arm medium pace
1136589,AD Russell,0,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,2,Mohammed Siraj,Right arm medium pace
1136589,KD Karthik,23,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,23,2,Mohammed Siraj,Right arm medium pace
1136589,Shubman Gill,5,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,5,2,not out,Not Out
1136590,SR Watson,78,Delhi Daredevils,Maharashtra Cricket Association Stadium,31,0,1,A Mishra,Right arm leg spin
1136590,F du Plessis,33,Delhi Daredevils,Maharashtra Cricket Association Stadium,24,0,1,V Shankar,Right arm medium pace
1136590,SK Raina,1,Delhi Daredevils,Maharashtra Cricket Association Stadium,0,0,1,GJ Maxwell,Right arm off spin
1136590,AT Rayudu,41,Delhi Daredevils,Maharashtra Cricket Association Stadium,0,24,1,not out,Not Out
1136590,MS Dhoni,51,Delhi Daredevils,Maharashtra Cricket Association Stadium,0,49,1,not out,Not Out
1136590,PP Shaw,9,Chennai Super Kings,Maharashtra Cricket Association Stadium,9,0,2,KM Asif,Right arm medium pace
1136590,C Munro,26,Chennai Super Kings,Maharashtra Cricket Association Stadium,26,0,2,KM Asif,Right arm medium pace
1136590,SS Iyer,13,Chennai Super Kings,Maharashtra Cricket Association Stadium,11,0,2,RA Jadeja,Left arm leg spin
1136590,RR Pant,79,Chennai Super Kings,Maharashtra Cricket Association Stadium,12,31,2,L Ngidi,Right arm medium pace
1136590,GJ Maxwell,6,Chennai Super Kings,Maharashtra Cricket Association Stadium,0,0,2,RA Jadeja,Left arm leg spin
1136590,V Shankar,54,Chennai Super Kings,Maharashtra Cricket Association Stadium,0,32,2,not out,Not Out
1136590,R Tewatia,3,Chennai Super Kings,Maharashtra Cricket Association Stadium,0,3,2,not out,Not Out
1136591,M Vohra,45,Mumbai Indians,M Chinnaswamy Stadium,35,0,1,M Markande,Right arm leg spin
1136591,Q de Kock,7,Mumbai Indians,M Chinnaswamy Stadium,7,0,1,MJ McClenaghan,Left arm medium pace
1136591,BB McCullum,37,Mumbai Indians,M Chinnaswamy Stadium,0,0,1,MJ McClenaghan,Left arm medium pace
1136591,V Kohli,32,Mumbai Indians,M Chinnaswamy Stadium,0,3,1,HH Pandya,Right arm medium pace
1136591,Mandeep Singh,14,Mumbai Indians,M Chinnaswamy Stadium,0,13,1,HH Pandya,Right arm medium pace
1136591,Washington Sundar,1,Mumbai Indians,M Chinnaswamy Stadium,0,1,1,HH Pandya,Right arm medium pace
1136591,C de Grandhomme,23,Mumbai Indians,M Chinnaswamy Stadium,0,23,1,not out,Not Out
1136591,TG Southee,1,Mumbai Indians,M Chinnaswamy Stadium,0,1,1,JJ Bumrah,Right arm medium pace
1136591,UT Yadav,1,Mumbai Indians,M Chinnaswamy Stadium,0,1,1,not out,Not Out
1136591,SA Yadav,9,Royal Challengers Bangalore,M Chinnaswamy Stadium,9,0,2,UT Yadav,Right arm medium pace
1136591,Ishan Kishan,0,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,2,TG Southee,Right arm medium pace
1136591,JP Duminy,23,Royal Challengers Bangalore,M Chinnaswamy Stadium,13,0,2,C de Grandhomme,Right arm medium pace
1136591,RG Sharma,0,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,2,UT Yadav,Right arm medium pace
1136591,KA Pollard,13,Royal Challengers Bangalore,M Chinnaswamy Stadium,12,0,2,Mohammed Siraj,Right arm medium pace
1136591,HH Pandya,50,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,20,2,TG Southee,Right arm medium pace
1136591,KH Pandya,23,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,14,2,Mohammed Siraj,Right arm medium pace
1136591,BCJ Cutting,12,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,12,2,not out,Not Out
1136592,PP Shaw,47,Rajasthan Royals,Feroz Shah Kotla,38,0,1,S Gopal,Right arm leg spin
1136592,C Munro,0,Rajasthan Royals,Feroz Shah Kotla,0,0,1,DS Kulkarni,Right arm medium pace
1136592,SS Iyer,50,Rajasthan Royals,Feroz Shah Kotla,24,0,1,JD Unadkat,Left arm medium pace
1136592,RR Pant,69,Rajasthan Royals,Feroz Shah Kotla,0,0,1,JD Unadkat,Left arm medium pace
1136592,GJ Maxwell,5,Rajasthan Royals,Feroz Shah Kotla,0,5,1,JC Archer,Right arm medium pace
1136592,V Shankar,17,Rajasthan Royals,Feroz Shah Kotla,0,17,1,JD Unadkat,Left arm medium pace
1136592,LE Plunkett,1,Rajasthan Royals,Feroz Shah Kotla,0,1,1,not out,Not Out
1136592,DJM Short,44,Delhi Daredevils,Feroz Shah Kotla,11,0,2,GJ Maxwell,Right arm off spin
1136592,JC Buttler,67,Delhi Daredevils,Feroz Shah Kotla,66,0,2,A Mishra,Right arm leg spin
1136592,SV Samson,3,Delhi Daredevils,Feroz Shah Kotla,0,0,2,TA Boult,Left arm medium pace
1136592,BA Stokes,1,Delhi Daredevils,Feroz Shah Kotla,0,0,2,TA Boult,Left arm medium pace
1136592,RA Tripathi,9,Delhi Daredevils,Feroz Shah Kotla,0,0,2,TA Boult,Left arm medium pace
1136592,K Gowtham,18,Delhi Daredevils,Feroz Shah Kotla,0,0,2,not out,Not Out
1136593,SR Watson,36,Kolkata Knight Riders,Eden Gardens,21,0,1,SP Narine,Right arm off spin
1136593,F du Plessis,27,Kolkata Knight Riders,Eden Gardens,27,0,1,PP Chawla,Right arm leg spin
1136593,SK Raina,31,Kolkata Knight Riders,Eden Gardens,9,0,1,Kuldeep Yadav,Left arm leg spin
1136593,AT Rayudu,21,Kolkata Knight Riders,Eden Gardens,0,0,1,SP Narine,Right arm off spin
1136593,MS Dhoni,43,Kolkata Knight Riders,Eden Gardens,0,39,1,not out,Not Out
1136593,RA Jadeja,12,Kolkata Knight Riders,Eden Gardens,0,11,1,PP Chawla,Right arm leg spin
1136593,CA Lynn,12,Chennai Super Kings,Eden Gardens,12,0,2,L Ngidi,Right arm medium pace
1136593,SP Narine,32,Chennai Super Kings,Eden Gardens,24,0,2,RA Jadeja,Left arm leg spin
1136593,RV Uthappa,6,Chennai Super Kings,Eden Gardens,6,0,2,KM Asif,Right arm medium pace
1136593,Shubman Gill,57,Chennai Super Kings,Eden Gardens,12,9,2,not out,Not Out
1136593,RK Singh,16,Chennai Super Kings,Eden Gardens,0,0,2,Harbhajan Singh,Right arm off spin
1136593,KD Karthik,45,Chennai Super Kings,Eden Gardens,0,28,2,not out,Not Out
1136594,KL Rahul,24,Mumbai Indians,Holkar Cricket Stadium,20,0,1,M Markande,Right arm leg spin
1136594,CH Gayle,50,Mumbai Indians,Holkar Cricket Stadium,27,0,1,BCJ Cutting,Right arm medium pace
1136594,Yuvraj Singh,14,Mumbai Indians,Holkar Cricket Stadium,0,0,1,not out,Not Out
1136594,KK Nair,23,Mumbai Indians,Holkar Cricket Stadium,0,7,1,MJ McClenaghan,Left arm medium pace
1136594,AR Patel,13,Mumbai Indians,Holkar Cricket Stadium,0,2,1,JJ Bumrah,Right arm medium pace
1136594,MP Stoinis,29,Mumbai Indians,Holkar Cricket Stadium,0,29,1,not out,Not Out
1136594,MA Agarwal,11,Mumbai Indians,Holkar Cricket Stadium,0,11,1,HH Pandya,Right arm medium pace
1136594,SA Yadav,57,Kings XI Punjab,Holkar Cricket Stadium,28,0,2,MP Stoinis,Right arm medium pace
1136594,E Lewis,10,Kings XI Punjab,Holkar Cricket Stadium,10,0,2,Mujeeb Ur Rahman,Right arm leg spin
1136594,Ishan Kishan,25,Kings XI Punjab,Holkar Cricket Stadium,0,0,2,Mujeeb Ur Rahman,Right arm leg spin
1136594,HH Pandya,23,Kings XI Punjab,Holkar Cricket Stadium,0,1,2,AJ Tye,Right arm medium pace
1136594,RG Sharma,24,Kings XI Punjab,Holkar Cricket Stadium,0,21,2,not out,Not Out
1136594,KH Pandya,31,Kings XI Punjab,Holkar Cricket Stadium,0,31,2,not out,Not Out
1136595,PA Patel,53,Chennai Super Kings,Maharashtra Cricket Association Stadium,31,0,1,RA Jadeja,Left arm leg spin
1136595,BB McCullum,5,Chennai Super Kings,Maharashtra Cricket Association Stadium,5,0,1,L Ngidi,Right arm medium pace
1136595,V Kohli,8,Chennai Super Kings,Maharashtra Cricket Association Stadium,8,0,1,RA Jadeja,Left arm leg spin
1136595,AB de Villiers,1,Chennai Super Kings,Maharashtra Cricket Association Stadium,0,0,1,Harbhajan Singh,Right arm off spin
1136595,Mandeep Singh,7,Chennai Super Kings,Maharashtra Cricket Association Stadium,0,0,1,RA Jadeja,Left arm leg spin
1136595,C de Grandhomme,8,Chennai Super Kings,Maharashtra Cricket Association Stadium,0,0,1,DJ Willey,Left arm medium pace
1136595,M Ashwin,1,Chennai Super Kings,Maharashtra Cricket Association Stadium,0,0,1,Harbhajan Singh,Right arm off spin
1136595,TG Southee,36,Chennai Super Kings,Maharashtra Cricket Association Stadium,0,34,1,not out,Not Out
1136595,UT Yadav,1,Chennai Super Kings,Maharashtra Cricket Association Stadium,0,0,1,L Ngidi,Right arm medium pace
1136595,Mohammed Siraj,3,Chennai Super Kings,Maharashtra Cricket Association Stadium,0,3,1,DJ Bravo,Right arm medium pace
1136595,SR Watson,11,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,11,0,2,UT Yadav,Right arm medium pace
1136595,AT Rayudu,32,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,24,0,2,M Ashwin,Right arm leg spin
1136595,SK Raina,25,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,6,0,2,UT Yadav,Right arm medium pace
1136595,DR Shorey,8,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,0,0,2,C de Grandhomme,Right arm medium pace
1136595,MS Dhoni,31,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,0,26,2,not out,Not Out
1136595,DJ Bravo,14,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,0,10,2,not out,Not Out
1136596,PP Shaw,65,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",48,0,1,Rashid Khan,Right arm leg spin
1136596,GJ Maxwell,2,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2,0,1,not out,Not Out
1136596,SS Iyer,44,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",9,0,1,S Kaul,Right arm medium pace
1136596,RR Pant,18,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,5,1,Rashid Khan,Right arm leg spin
1136596,NV Ojha,1,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,1,1,Rashid Khan,Right arm leg spin
1136596,V Shankar,23,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,23,1,not out,Not Out
1136596,DT Christian,7,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,7,1,not out,Not Out
1136596,AD Hales,45,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",40,0,2,A Mishra,Right arm leg spin
1136596,S Dhawan,33,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",18,0,2,A Mishra,Right arm leg spin
1136596,KS Williamson,32,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",0,16,2,not out,Not Out
1136596,MK Pandey,21,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",0,5,2,LE Plunkett,Right arm medium pace
1136596,YK Pathan,27,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",0,27,2,not out,Not Out
1136597,SA Yadav,59,Kolkata Knight Riders,Wankhede Stadium,24,0,1,AD Russell,Right arm medium pace
1136597,E Lewis,43,Kolkata Knight Riders,Wankhede Stadium,32,0,1,AD Russell,Right arm medium pace
1136597,RG Sharma,11,Kolkata Knight Riders,Wankhede Stadium,0,0,1,SP Narine,Right arm off spin
1136597,HH Pandya,35,Kolkata Knight Riders,Wankhede Stadium,0,23,1,not out,Not Out
1136597,KH Pandya,14,Kolkata Knight Riders,Wankhede Stadium,0,9,1,SP Narine,Right arm off spin
1136597,JP Duminy,13,Kolkata Knight Riders,Wankhede Stadium,0,13,1,not out,Not Out
1136597,CA Lynn,17,Mumbai Indians,Wankhede Stadium,17,0,2,MJ McClenaghan,Left arm medium pace
1136597,Shubman Gill,7,Mumbai Indians,Wankhede Stadium,7,0,2,HH Pandya,Right arm medium pace
1136597,RV Uthappa,54,Mumbai Indians,Wankhede Stadium,6,0,2,M Markande,Right arm leg spin
1136597,N Rana,31,Mumbai Indians,Wankhede Stadium,12,0,2,HH Pandya,Right arm medium pace
1136597,KD Karthik,36,Mumbai Indians,Wankhede Stadium,0,31,2,not out,Not Out
1136597,AD Russell,9,Mumbai Indians,Wankhede Stadium,0,6,2,JJ Bumrah,Right arm medium pace
1136597,SP Narine,5,Mumbai Indians,Wankhede Stadium,0,5,2,KH Pandya,Left arm off spin
1136598,JC Buttler,51,Kings XI Punjab,Holkar Cricket Stadium,29,0,1,Mujeeb Ur Rahman,Right arm leg spin
1136598,DJM Short,2,Kings XI Punjab,Holkar Cricket Stadium,2,0,1,R Ashwin,Right arm off spin
1136598,AM Rahane,5,Kings XI Punjab,Holkar Cricket Stadium,5,0,1,AR Patel,Left arm off spin
1136598,SV Samson,28,Kings XI Punjab,Holkar Cricket Stadium,3,0,1,AJ Tye,Right arm medium pace
1136598,BA Stokes,12,Kings XI Punjab,Holkar Cricket Stadium,0,0,1,Mujeeb Ur Rahman,Right arm leg spin
1136598,RA Tripathi,11,Kings XI Punjab,Holkar Cricket Stadium,0,8,1,AJ Tye,Right arm medium pace
1136598,JC Archer,0,Kings XI Punjab,Holkar Cricket Stadium,0,0,1,Mujeeb Ur Rahman,Right arm leg spin
1136598,K Gowtham,5,Kings XI Punjab,Holkar Cricket Stadium,0,4,1,AS Rajpoot,Right arm medium pace
1136598,S Gopal,24,Kings XI Punjab,Holkar Cricket Stadium,0,24,1,not out,Not Out
1136598,JD Unadkat,6,Kings XI Punjab,Holkar Cricket Stadium,0,6,1,not out,Not Out
1136598,KL Rahul,84,Rajasthan Royals,Holkar Cricket Stadium,18,42,2,not out,Not Out
1136598,CH Gayle,8,Rajasthan Royals,Holkar Cricket Stadium,8,0,2,JC Archer,Right arm medium pace
1136598,MA Agarwal,2,Rajasthan Royals,Holkar Cricket Stadium,2,0,2,BA Stokes,Right arm medium pace
1136598,KK Nair,31,Rajasthan Royals,Holkar Cricket Stadium,4,0,2,Anureet Singh,Right arm medium pace
1136598,AR Patel,4,Rajasthan Royals,Holkar Cricket Stadium,0,0,2,K Gowtham,Right arm off spin
1136598,MP Stoinis,23,Rajasthan Royals,Holkar Cricket Stadium,0,11,2,not out,Not Out
1136599,AD Hales,5,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",5,0,1,TG Southee,Right arm medium pace
1136599,S Dhawan,13,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",13,0,1,Mohammed Siraj,Right arm medium pace
1136599,KS Williamson,56,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",17,5,1,UT Yadav,Right arm medium pace
1136599,MK Pandey,5,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",0,0,1,YS Chahal,Right arm leg spin
1136599,Shakib Al Hasan,35,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",0,11,1,TG Southee,Right arm medium pace
1136599,YK Pathan,12,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",0,12,1,Mohammed Siraj,Right arm medium pace
1136599,WP Saha,8,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",0,8,1,Mohammed Siraj,Right arm medium pace
1136599,Rashid Khan,1,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",0,1,1,TG Southee,Right arm medium pace
1136599,S Kaul,1,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",0,1,1,not out,Not Out
1136599,B Kumar,1,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",0,1,1,not out,Not Out
1136599,Sandeep Sharma,0,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",0,0,1,TG Southee,Right arm medium pace
1136599,M Vohra,8,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",6,0,2,Sandeep Sharma,Right arm medium pace
1136599,PA Patel,20,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",20,0,2,Shakib Al Hasan,Left arm leg spin
1136599,V Kohli,39,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",28,0,2,Shakib Al Hasan,Left arm leg spin
1136599,AB de Villiers,5,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,2,Rashid Khan,Right arm leg spin
1136599,MM Ali,10,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,2,S Kaul,Right arm medium pace
1136599,Mandeep Singh,21,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,11,2,not out,Not Out
1136599,C de Grandhomme,33,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,25,2,B Kumar,Right arm medium pace
1136600,AM Rahane,9,Kings XI Punjab,Sawai Mansingh Stadium,9,0,1,AJ Tye,Right arm medium pace
1136600,JC Buttler,82,Kings XI Punjab,Sawai Mansingh Stadium,45,5,1,Mujeeb Ur Rahman,Right arm leg spin
1136600,K Gowtham,8,Kings XI Punjab,Sawai Mansingh Stadium,8,0,1,MP Stoinis,Right arm medium pace
1136600,SV Samson,22,Kings XI Punjab,Sawai Mansingh Stadium,0,0,1,Mujeeb Ur Rahman,Right arm leg spin
1136600,BA Stokes,14,Kings XI Punjab,Sawai Mansingh Stadium,0,12,1,AJ Tye,Right arm medium pace
1136600,STR Binny,11,Kings XI Punjab,Sawai Mansingh Stadium,0,11,1,not out,Not Out
1136600,MK Lomror,9,Kings XI Punjab,Sawai Mansingh Stadium,0,9,1,not out,Not Out
1136600,JC Archer,0,Kings XI Punjab,Sawai Mansingh Stadium,0,0,1,AJ Tye,Right arm medium pace
1136600,JD Unadkat,0,Kings XI Punjab,Sawai Mansingh Stadium,0,0,1,AJ Tye,Right arm medium pace
1136600,KL Rahul,95,Rajasthan Royals,Sawai Mansingh Stadium,27,41,2,not out,Not Out
1136600,CH Gayle,1,Rajasthan Royals,Sawai Mansingh Stadium,1,0,2,K Gowtham,Right arm off spin
1136600,R Ashwin,0,Rajasthan Royals,Sawai Mansingh Stadium,0,0,2,K Gowtham,Right arm off spin
1136600,KK Nair,3,Rajasthan Royals,Sawai Mansingh Stadium,3,0,2,JC Archer,Right arm medium pace
1136600,AD Nath,9,Rajasthan Royals,Sawai Mansingh Stadium,1,0,2,IS Sodhi,Right arm leg spin
1136600,MK Tiwary,7,Rajasthan Royals,Sawai Mansingh Stadium,0,0,2,BA Stokes,Right arm medium pace
1136600,AR Patel,9,Rajasthan Royals,Sawai Mansingh Stadium,0,0,2,Anureet Singh,Right arm medium pace
1136600,MP Stoinis,11,Rajasthan Royals,Sawai Mansingh Stadium,0,8,2,JD Unadkat,Left arm medium pace
1136600,AJ Tye,1,Rajasthan Royals,Sawai Mansingh Stadium,0,1,2,not out,Not Out
1136601,SA Yadav,36,Kolkata Knight Riders,Eden Gardens,28,0,1,PP Chawla,Right arm leg spin
1136601,E Lewis,18,Kolkata Knight Riders,Eden Gardens,18,0,1,PP Chawla,Right arm leg spin
1136601,RG Sharma,36,Kolkata Knight Riders,Eden Gardens,1,12,1,M Prasidh Krishna,Right arm medium pace
1136601,Ishan Kishan,62,Kolkata Knight Riders,Eden Gardens,0,0,1,SP Narine,Right arm off spin
1136601,HH Pandya,19,Kolkata Knight Riders,Eden Gardens,0,18,1,TK Curran,Right arm medium pace
1136601,BCJ Cutting,24,Kolkata Knight Riders,Eden Gardens,0,24,1,PP Chawla,Right arm leg spin
1136601,KH Pandya,8,Kolkata Knight Riders,Eden Gardens,0,8,1,not out,Not Out
1136601,SP Narine,4,Mumbai Indians,Eden Gardens,4,0,2,MJ McClenaghan,Left arm medium pace
1136601,CA Lynn,21,Mumbai Indians,Eden Gardens,21,0,2,not out,Not Out
1136601,RV Uthappa,14,Mumbai Indians,Eden Gardens,13,0,2,M Markande,Right arm leg spin
1136601,N Rana,21,Mumbai Indians,Eden Gardens,9,0,2,HH Pandya,Right arm medium pace
1136601,AD Russell,2,Mumbai Indians,Eden Gardens,0,0,2,HH Pandya,Right arm medium pace
1136601,KD Karthik,5,Mumbai Indians,Eden Gardens,0,0,2,not out,Not Out
1136601,RK Singh,5,Mumbai Indians,Eden Gardens,0,0,2,JJ Bumrah,Right arm medium pace
1136601,TK Curran,18,Mumbai Indians,Eden Gardens,0,6,2,KH Pandya,Left arm off spin
1136601,PP Chawla,11,Mumbai Indians,Eden Gardens,0,0,2,BCJ Cutting,Right arm medium pace
1136601,Kuldeep Yadav,5,Mumbai Indians,Eden Gardens,0,5,2,KH Pandya,Left arm off spin
1136601,M Prasidh Krishna,1,Mumbai Indians,Eden Gardens,0,1,2,not out,Not Out
1136602,PP Shaw,9,Sunrisers Hyderabad,Feroz Shah Kotla,9,0,1,Shakib Al Hasan,Left arm leg spin
1136602,JJ Roy,11,Sunrisers Hyderabad,Feroz Shah Kotla,11,0,1,Shakib Al Hasan,Left arm leg spin
1136602,SS Iyer,3,Sunrisers Hyderabad,Feroz Shah Kotla,1,0,1,not out,Not Out
1136602,RR Pant,128,Sunrisers Hyderabad,Feroz Shah Kotla,16,67,1,not out,Not Out
